edge_id	src_id	dst_id	relation_type	confidence	page_no	sentence_id
t00536	e00627	e00628	related_to	0.5	6	s0155
t00537	e00628	e00629	related_to	0.5	6	s0155
t00538	e00629	e00630	related_to	0.5	6	s0155
t00539	e00631	e00632	related_to	0.5	6	s0156
t00540	e00632	e00633	related_to	0.5	6	s0156
t00541	e00633	e00634	related_to	0.5	6	s0156
t00542	e00635	e00636	related_to	0.5	6	s0157
t00543	e00637	e00638	related_to	0.5	6	s0158
t00544	e00638	e00639	related_to	0.5	6	s0158
t00545	e00641	e00642	related_to	0.5	6	s0160
t00546	e00642	e00643	related_to	0.5	6	s0160
t00547	e00643	e00644	related_to	0.5	6	s0160
t00548	e00645	e00646	related_to	0.5	6	s0161
t00549	e00647	e00648	related_to	0.5	6	s0162
t00550	e00649	e00650	related_to	0.5	6	s0163
t00551	e00651	e00652	related_to	0.5	6	s0165
t00552	e00652	e00653	related_to	0.5	6	s0165
t00553	e00653	e00654	related_to	0.5	6	s0165
t00554	e00654	e00655	related_to	0.5	6	s0165
t00555	e00656	e00657	related_to	0.5	6	s0166
t00556	e00657	e00658	related_to	0.5	6	s0166
t00557	e00659	e00660	related_to	0.5	6	s0168
t00558	e00660	e00661	related_to	0.5	6	s0168
t00559	e00661	e00662	related_to	0.5	6	s0168
t00560	e00662	e00663	related_to	0.5	6	s0168
t00561	e00663	e00664	related_to	0.5	6	s0168
t00562	e00664	e00665	related_to	0.5	6	s0168
t00563	e00665	e00666	related_to	0.5	6	s0168
t00564	e00667	e00668	related_to	0.5	6	s0170
t00565	e00669	e00670	related_to	0.5	6	s0171
t00566	e00671	e00672	related_to	0.5	6	s0173
t00567	e00672	e00673	related_to	0.5	6	s0173
t00568	e00673	e00674	related_to	0.5	6	s0173
t00569	e00674	e00675	related_to	0.5	6	s0173
t00570	e00675	e00676	related_to	0.5	6	s0173
t00571	e00677	e00678	related_to	0.5	6	s0175
t00572	e00678	e00679	related_to	0.5	6	s0175
t00573	e00679	e00680	related_to	0.5	6	s0175
t00574	e00681	e00682	related_to	0.5	6	s0176
t00575	e00682	e00683	related_to	0.5	6	s0176
t00576	e00683	e00684	related_to	0.5	6	s0176
t00577	e00684	e00685	related_to	0.5	6	s0176
t00578	e00685	e00686	related_to	0.5	6	s0176
t00579	e00686	e00687	related_to	0.5	6	s0176
t00580	e00688	e00689	related_to	0.5	6	s0177
t00581	e00690	e00691	related_to	0.5	6	s0178
t00582	e00692	e00693	related_to	0.5	6	s0179
t00583	e00694	e00695	related_to	0.5	6	s0180
t00584	e00695	e00696	related_to	0.5	6	s0180
t00585	e00696	e00697	related_to	0.5	6	s0180
t00586	e00697	e00698	related_to	0.5	6	s0180
t00587	e00699	e00700	related_to	0.5	6	s0181
t00588	e00701	e00702	related_to	0.5	6	s0183
t00589	e00703	e00704	related_to	0.5	6	s0184
t00590	e00706	e00707	related_to	0.5	6	s0186
t00591	e00707	e00708	related_to	0.5	6	s0186
t00592	e00709	e00710	related_to	0.5	6	s0187
t00593	e00710	e00711	related_to	0.5	6	s0187
t00594	e00712	e00713	related_to	0.5	6	s0188
t00595	e00713	e00714	related_to	0.5	6	s0188
t00596	e00714	e00715	related_to	0.5	6	s0188
t00597	e00715	e00716	related_to	0.5	6	s0188
t00598	e00717	e00718	related_to	0.5	6	s0189
t00599	e00718	e00719	related_to	0.5	6	s0189
t00600	e00719	e00720	related_to	0.5	6	s0189
t00601	e00720	e00721	related_to	0.5	6	s0189
t00602	e00721	e00722	related_to	0.5	6	s0189
t00603	e00722	e00723	related_to	0.5	6	s0189
t00604	e00723	e00724	related_to	0.5	6	s0189
t00605	e00724	e00725	related_to	0.5	6	s0189
t00606	e00727	e00728	related_to	0.5	6	s0191
t00607	e00729	e00730	related_to	0.5	6	s0192
t00608	e00730	e00731	related_to	0.5	6	s0192
t00609	e00731	e00732	related_to	0.5	6	s0192
t00610	e00733	e00734	related_to	0.5	6	s0193
t00611	e00734	e00735	related_to	0.5	6	s0193
t00612	e00735	e00736	related_to	0.5	6	s0193
t00613	e00737	e00738	related_to	0.5	7	s0195
t00614	e00738	e00739	related_to	0.5	7	s0195
t00615	e00739	e00740	related_to	0.5	7	s0195
t00616	e00740	e00741	related_to	0.5	7	s0195
t00617	e00742	e00743	related_to	0.5	7	s0196
t00618	e00743	e00744	related_to	0.5	7	s0196
t00619	e00745	e00746	related_to	0.5	7	s0197
t00620	e00746	e00747	related_to	0.5	7	s0197
t00621	e00747	e00748	related_to	0.5	7	s0197
t00622	e00748	e00749	related_to	0.5	7	s0197
t00623	e00749	e00750	related_to	0.5	7	s0197
t00624	e00751	e00752	related_to	0.5	7	s0198
t00625	e00752	e00753	related_to	0.5	7	s0198
t00626	e00753	e00754	related_to	0.5	7	s0198
t00627	e00754	e00755	related_to	0.5	7	s0198
t00628	e00756	e00757	related_to	0.5	7	s0199
t00629	e00757	e00758	related_to	0.5	7	s0199
t00630	e00758	e00759	related_to	0.5	7	s0199
t00631	e00759	e00760	related_to	0.5	7	s0199
t00632	e00760	e00761	related_to	0.5	7	s0199
t00633	e00761	e00762	related_to	0.5	7	s0199
t00634	e00764	e00765	related_to	0.5	7	s0201
t00635	e00765	e00766	related_to	0.5	7	s0201
t00636	e00767	e00768	related_to	0.5	7	s0202
t00637	e00768	e00769	related_to	0.5	7	s0202
t00638	e00771	e00772	related_to	0.5	7	s0204
t00639	e00772	e00773	related_to	0.5	7	s0204
t00640	e00773	e00774	related_to	0.5	7	s0204
t00641	e00776	e00777	related_to	0.5	7	s0206
t00642	e00778	e00779	related_to	0.5	7	s0207
t00643	e00779	e00780	related_to	0.5	7	s0207
t00644	e00780	e00781	related_to	0.5	7	s0207
t00645	e00782	e00783	related_to	0.5	7	s0208
t00646	e00783	e00784	related_to	0.5	7	s0208
t00647	e00784	e00785	related_to	0.5	7	s0208
t00648	e00785	e00786	related_to	0.5	7	s0208
t00649	e00787	e00788	related_to	0.5	7	s0209
t00650	e00788	e00789	related_to	0.5	7	s0209
t00651	e00789	e00790	related_to	0.5	7	s0209
t00652	e00791	e00792	related_to	0.5	7	s0210
t00653	e00792	e00793	related_to	0.5	7	s0210
t00654	e00793	e00794	related_to	0.5	7	s0210
t00655	e00795	e00796	related_to	0.5	7	s0211
t00656	e00796	e00797	related_to	0.5	7	s0211
t00657	e00797	e00798	related_to	0.5	7	s0211
t00658	e00798	e00799	related_to	0.5	7	s0211
t00659	e00799	e00800	related_to	0.5	7	s0211
t00660	e00800	e00801	related_to	0.5	7	s0211
t00661	e00803	e00804	related_to	0.5	7	s0213
t00662	e00806	e00807	related_to	0.5	7	s0215
t00663	e00807	e00808	related_to	0.5	7	s0215
t00664	e00808	e00809	related_to	0.5	7	s0215
t00665	e00810	e00811	related_to	0.5	7	s0216
t00666	e00811	e00812	related_to	0.5	7	s0216
t00667	e00812	e00813	related_to	0.5	7	s0216
t00668	e00813	e00814	related_to	0.5	7	s0216
t00669	e00814	e00815	related_to	0.5	7	s0216
t00670	e00815	e00816	related_to	0.5	7	s0216
t00671	e00818	e00819	related_to	0.5	7	s0218
t00672	e00819	e00820	related_to	0.5	7	s0218
t00673	e00820	e00821	related_to	0.5	7	s0218
t00674	e00821	e00822	related_to	0.5	7	s0218
t00675	e00824	e00825	related_to	0.5	7	s0220
t00676	e00825	e00826	related_to	0.5	7	s0220
t00677	e00826	e00827	related_to	0.5	7	s0220
t00678	e00827	e00828	related_to	0.5	7	s0220
t00679	e00828	e00829	related_to	0.5	7	s0220
t00680	e00829	e00830	related_to	0.5	7	s0220
t00681	e00831	e00832	related_to	0.5	7	s0221
t00682	e00832	e00833	related_to	0.5	7	s0221
t00683	e00833	e00834	related_to	0.5	7	s0221
t00684	e00834	e00835	related_to	0.5	7	s0221
t00685	e00835	e00836	related_to	0.5	7	s0221
t00686	e00837	e00838	related_to	0.5	7	s0222
t00687	e00838	e00839	related_to	0.5	7	s0222
t00688	e00839	e00840	related_to	0.5	7	s0222
t00689	e00840	e00841	related_to	0.5	7	s0222
t00690	e00841	e00842	related_to	0.5	7	s0222
t00691	e00843	e00844	related_to	0.5	7	s0223
t00692	e00844	e00845	related_to	0.5	7	s0223
t00693	e00845	e00846	related_to	0.5	7	s0223
t00694	e00846	e00847	related_to	0.5	7	s0223
t00695	e00847	e00848	related_to	0.5	7	s0223
t00696	e00848	e00849	related_to	0.5	7	s0223
t00697	e00849	e00850	related_to	0.5	7	s0223
t00698	e00850	e00851	related_to	0.5	7	s0223
t00699	e00851	e00852	related_to	0.5	7	s0223
t00700	e00853	e00854	related_to	0.5	7	s0224
t00701	e00854	e00855	related_to	0.5	7	s0224
t00702	e00856	e00857	related_to	0.5	7	s0225
t00703	e00857	e00858	related_to	0.5	7	s0225
t00704	e00860	e00861	related_to	0.5	7	s0227
t00705	e00862	e00863	related_to	0.5	7	s0228
t00706	e00863	e00864	related_to	0.5	7	s0228
t00707	e00864	e00865	related_to	0.5	7	s0228
t00708	e00866	e00867	related_to	0.5	7	s0229
t00709	e00868	e00869	related_to	0.5	7	s0230
t00710	e00869	e00870	related_to	0.5	7	s0230
t00711	e00870	e00871	related_to	0.5	7	s0230
t00712	e00872	e00873	related_to	0.5	7	s0231
t00713	e00874	e00875	related_to	0.5	7	s0232
t00714	e00875	e00876	related_to	0.5	7	s0232
t00715	e00876	e00877	related_to	0.5	7	s0232
t00716	e00878	e00879	related_to	0.5	7	s0233
t00717	e00879	e00880	related_to	0.5	7	s0233
t00718	e00883	e00884	related_to	0.5	7	s0236
t00719	e00885	e00886	related_to	0.5	7	s0237
t00720	e00886	e00887	related_to	0.5	7	s0237
t00721	e00887	e00888	related_to	0.5	7	s0237
t00722	e00888	e00889	related_to	0.5	7	s0237
t00723	e00889	e00890	related_to	0.5	7	s0237
t00724	e00890	e00891	related_to	0.5	7	s0237
t00725	e00891	e00892	related_to	0.5	7	s0237
t00726	e00892	e00893	related_to	0.5	7	s0237
t00727	e00895	e00896	related_to	0.5	7	s0239
t00728	e00896	e00897	related_to	0.5	7	s0239
t00729	e00897	e00898	related_to	0.5	7	s0239
t00730	e00901	e00902	related_to	0.5	8	s0242
t00731	e00902	e00903	related_to	0.5	8	s0242
t00732	e00903	e00904	related_to	0.5	8	s0242
t00733	e00904	e00905	related_to	0.5	8	s0242
t00734	e00905	e00906	related_to	0.5	8	s0242
t00735	e00907	e00908	related_to	0.5	8	s0243
t00736	e00908	e00909	related_to	0.5	8	s0243
t00737	e00911	e00912	related_to	0.5	8	s0245
t00738	e00912	e00913	related_to	0.5	8	s0245
t00739	e00913	e00914	related_to	0.5	8	s0245
t00740	e00914	e00915	related_to	0.5	8	s0245
t00741	e00915	e00916	related_to	0.5	8	s0245
t00742	e00917	e00918	related_to	0.5	8	s0246
t00743	e00919	e00920	related_to	0.5	8	s0247
t00744	e00920	e00921	related_to	0.5	8	s0247
t00745	e00921	e00922	related_to	0.5	8	s0247
t00746	e00922	e00923	related_to	0.5	8	s0247
t00747	e00923	e00924	related_to	0.5	8	s0247
t00748	e00925	e00926	related_to	0.5	8	s0248
t00749	e00926	e00927	related_to	0.5	8	s0248
t00750	e00929	e00930	related_to	0.5	8	s0250
t00751	e00930	e00931	related_to	0.5	8	s0250
t00752	e00931	e00932	related_to	0.5	8	s0250
t00753	e00932	e00933	related_to	0.5	8	s0250
t00754	e00933	e00934	related_to	0.5	8	s0250
t00755	e00935	e00936	related_to	0.5	8	s0251
t00756	e00937	e00938	related_to	0.5	8	s0252
t00757	e00938	e00939	related_to	0.5	8	s0252
t00758	e00939	e00940	related_to	0.5	8	s0252
t00759	e00942	e00943	related_to	0.5	8	s0254
t00760	e00944	e00945	related_to	0.5	8	s0256
t00761	e00945	e00946	related_to	0.5	8	s0256
t00762	e00946	e00947	related_to	0.5	8	s0256
t00763	e00947	e00948	related_to	0.5	8	s0256
t00764	e00948	e00949	related_to	0.5	8	s0256
t00765	e00949	e00950	related_to	0.5	8	s0256
t00766	e00953	e00954	related_to	0.5	8	s0259
t00767	e00955	e00956	related_to	0.5	8	s0260
t00768	e00956	e00957	related_to	0.5	8	s0260
t00769	e00957	e00958	related_to	0.5	8	s0260
t00770	e00958	e00959	related_to	0.5	8	s0260
t00771	e00959	e00960	related_to	0.5	8	s0260
t00772	e00960	e00961	related_to	0.5	8	s0260
t00773	e00962	e00963	related_to	0.5	8	s0261
t00774	e00963	e00964	related_to	0.5	8	s0261
t00775	e00965	e00966	related_to	0.5	8	s0262
t00776	e00967	e00968	related_to	0.5	8	s0263
t00777	e00969	e00970	related_to	0.5	8	s0264
t00778	e00970	e00971	related_to	0.5	8	s0264
t00779	e00971	e00972	related_to	0.5	8	s0264
t00780	e00972	e00973	related_to	0.5	8	s0264
t00781	e00973	e00974	related_to	0.5	8	s0264
t00782	e00976	e00977	related_to	0.5	8	s0266
t00783	e00977	e00978	related_to	0.5	8	s0266
t00784	e00979	e00980	related_to	0.5	8	s0267
t00785	e00981	e00982	related_to	0.5	8	s0268
t00786	e00982	e00983	related_to	0.5	8	s0268
t00787	e00983	e00984	related_to	0.5	8	s0268
t00788	e00984	e00985	related_to	0.5	8	s0268
t00789	e00985	e00986	related_to	0.5	8	s0268
t00790	e00986	e00987	related_to	0.5	8	s0268
t00791	e00987	e00988	related_to	0.5	8	s0268
t00792	e00988	e00989	related_to	0.5	8	s0268
t00793	e00990	e00991	related_to	0.5	8	s0269
t00794	e00992	e00993	related_to	0.5	8	s0270
t00795	e00993	e00994	related_to	0.5	8	s0270
t00796	e00994	e00995	related_to	0.5	8	s0270
t00797	e00996	e00997	related_to	0.5	8	s0272
t00798	e00997	e00998	related_to	0.5	8	s0272
t00799	e00998	e00999	related_to	0.5	8	s0272
t00800	e01000	e01001	related_to	0.5	8	s0273
t00801	e01002	e01003	related_to	0.5	8	s0274
t00802	e01003	e01004	related_to	0.5	8	s0274
t00803	e01004	e01005	related_to	0.5	8	s0274
t00804	e01005	e01006	related_to	0.5	8	s0274
t00805	e01007	e01008	related_to	0.5	9	s0276
t00806	e01009	e01010	related_to	0.5	9	s0277
t00807	e01011	e01012	related_to	0.5	9	s0278
t00808	e01012	e01013	related_to	0.5	9	s0278
t00809	e01014	e01015	related_to	0.5	9	s0279
t00810	e01015	e01016	related_to	0.5	9	s0279
t00811	e01016	e01017	related_to	0.5	9	s0279
t00812	e01017	e01018	related_to	0.5	9	s0279
t00813	e01018	e01019	related_to	0.5	9	s0279
t00814	e01019	e01020	related_to	0.5	9	s0279
t00815	e01021	e01022	related_to	0.5	9	s0280
t00816	e01024	e01025	related_to	0.5	9	s0282
t00817	e01025	e01026	related_to	0.5	9	s0282
t00818	e01027	e01028	related_to	0.5	9	s0283
t00819	e01028	e01029	related_to	0.5	9	s0283
t00820	e01030	e01031	related_to	0.5	9	s0284
t00821	e01031	e01032	related_to	0.5	9	s0284
t00822	e01032	e01033	related_to	0.5	9	s0284
t00823	e01034	e01035	related_to	0.5	9	s0285
t00824	e01035	e01036	related_to	0.5	9	s0285
t00825	e01036	e01037	related_to	0.5	9	s0285
t00826	e01037	e01038	related_to	0.5	9	s0285
t00827	e01038	e01039	related_to	0.5	9	s0285
t00828	e01040	e01041	related_to	0.5	9	s0286
t00829	e01041	e01042	related_to	0.5	9	s0286
t00830	e01043	e01044	related_to	0.5	9	s0288
t00831	e01044	e01045	related_to	0.5	9	s0288
t00832	e01045	e01046	related_to	0.5	9	s0288
t00833	e01046	e01047	related_to	0.5	9	s0288
t00834	e01047	e01048	related_to	0.5	9	s0288
t00835	e01048	e01049	related_to	0.5	9	s0288
t00836	e01049	e01050	related_to	0.5	9	s0288
t00837	e01050	e01051	related_to	0.5	9	s0288
t00838	e01052	e01053	related_to	0.5	9	s0289
t00839	e01053	e01054	related_to	0.5	9	s0289
t00840	e01055	e01056	related_to	0.5	9	s0290
t00841	e01056	e01057	related_to	0.5	9	s0290
t00842	e01058	e01059	related_to	0.5	9	s0291
t00843	e01060	e01061	related_to	0.5	9	s0292
t00844	e01061	e01062	related_to	0.5	9	s0292
t00845	e01063	e01064	related_to	0.5	9	s0293
t00846	e01064	e01065	related_to	0.5	9	s0293
t00847	e01065	e01066	related_to	0.5	9	s0293
t00848	e01066	e01067	related_to	0.5	9	s0293
t00849	e01067	e01068	related_to	0.5	9	s0293
t00850	e01069	e01070	related_to	0.5	9	s0294
t00851	e01070	e01071	related_to	0.5	9	s0294
t00852	e01072	e01073	related_to	0.5	9	s0295
t00853	e01073	e01074	related_to	0.5	9	s0295
t00854	e01074	e01075	related_to	0.5	9	s0295
t00855	e01076	e01077	related_to	0.5	9	s0296
t00856	e01077	e01078	related_to	0.5	9	s0296
t00857	e01079	e01080	related_to	0.5	9	s0297
t00858	e01080	e01081	related_to	0.5	9	s0297
t00859	e01081	e01082	related_to	0.5	9	s0297
t00860	e01082	e01083	related_to	0.5	9	s0297
t00861	e01084	e01085	related_to	0.5	9	s0298
t00862	e01085	e01086	related_to	0.5	9	s0298
t00863	e01087	e01088	related_to	0.5	9	s0299
t00864	e01088	e01089	related_to	0.5	9	s0299
t00865	e01089	e01090	related_to	0.5	9	s0299
t00866	e01090	e01091	related_to	0.5	9	s0299
t00867	e01091	e01092	related_to	0.5	9	s0299
t00868	e01092	e01093	related_to	0.5	9	s0299
t00869	e01093	e01094	related_to	0.5	9	s0299
t00870	e01094	e01095	related_to	0.5	9	s0299
t00871	e01096	e01097	related_to	0.5	9	s0300
t00872	e01098	e01099	related_to	0.5	9	s0301
t00873	e01099	e01100	related_to	0.5	9	s0301
t00874	e01100	e01101	related_to	0.5	9	s0301
t00875	e01101	e01102	related_to	0.5	9	s0301
t00876	e01102	e01103	related_to	0.5	9	s0301
t00877	e01103	e01104	related_to	0.5	9	s0301
t00878	e01104	e01105	related_to	0.5	9	s0301
t00879	e01106	e01107	related_to	0.5	9	s0302
t00880	e01107	e01108	related_to	0.5	9	s0302
t00881	e01108	e01109	related_to	0.5	9	s0302
t00882	e01109	e01110	related_to	0.5	9	s0302
t00883	e01110	e01111	related_to	0.5	9	s0302
t00884	e01111	e01112	related_to	0.5	9	s0302
t00885	e01112	e01113	related_to	0.5	9	s0302
t00886	e01113	e01114	related_to	0.5	9	s0302
t00887	e01114	e01115	related_to	0.5	9	s0302
t00888	e01116	e01117	related_to	0.5	9	s0303
t00889	e01118	e01119	related_to	0.5	9	s0304
t00890	e01119	e01120	related_to	0.5	9	s0304
t00891	e01120	e01121	related_to	0.5	9	s0304
t00892	e01121	e01122	related_to	0.5	9	s0304
t00893	e01122	e01123	related_to	0.5	9	s0304
t00894	e01124	e01125	related_to	0.5	9	s0305
t00895	e01127	e01128	related_to	0.5	9	s0307
t00896	e01128	e01129	related_to	0.5	9	s0307
t00897	e01130	e01131	related_to	0.5	9	s0308
t00898	e01131	e01132	related_to	0.5	9	s0308
t00899	e01133	e01134	related_to	0.5	10	s0309
t00900	e01134	e01135	related_to	0.5	10	s0309
t00901	e01135	e01136	related_to	0.5	10	s0309
t00902	e01136	e01137	related_to	0.5	10	s0309
t00903	e01138	e01139	related_to	0.5	10	s0310
t00904	e01139	e01140	related_to	0.5	10	s0310
t00905	e01140	e01141	related_to	0.5	10	s0310
t00906	e01141	e01142	related_to	0.5	10	s0310
t00907	e01142	e01143	related_to	0.5	10	s0310
t00908	e01143	e01144	related_to	0.5	10	s0310
t00909	e01144	e01145	related_to	0.5	10	s0310
t00910	e01146	e01147	related_to	0.5	10	s0311
t00911	e01147	e01148	related_to	0.5	10	s0311
t00912	e01148	e01149	related_to	0.5	10	s0311
t00913	e01149	e01150	related_to	0.5	10	s0311
t00914	e01151	e01152	related_to	0.5	10	s0312
t00915	e01152	e01153	related_to	0.5	10	s0312
t00916	e01153	e01154	related_to	0.5	10	s0312
t00917	e01154	e01155	related_to	0.5	10	s0312
t00918	e01155	e01156	related_to	0.5	10	s0312
t00919	e01157	e01158	related_to	0.5	10	s0313
t00920	e01159	e01160	related_to	0.5	10	s0314
t00921	e01160	e01161	related_to	0.5	10	s0314
t00922	e01161	e01162	related_to	0.5	10	s0314
t00923	e01163	e01164	related_to	0.5	10	s0315
t00924	e01164	e01165	related_to	0.5	10	s0315
t00925	e01166	e01167	related_to	0.5	10	s0316
t00926	e01167	e01168	related_to	0.5	10	s0316
t00927	e01168	e01169	related_to	0.5	10	s0316
t00928	e01169	e01170	related_to	0.5	10	s0316
t00929	e01170	e01171	related_to	0.5	10	s0316
t00930	e01171	e01172	related_to	0.5	10	s0316
t00931	e01172	e01173	related_to	0.5	10	s0316
t00932	e01173	e01174	related_to	0.5	10	s0316
t00933	e01174	e01175	related_to	0.5	10	s0316
t00934	e01175	e01176	related_to	0.5	10	s0316
t00935	e01176	e01177	related_to	0.5	10	s0316
t00936	e01177	e01178	related_to	0.5	10	s0316
t00937	e01180	e01181	related_to	0.5	10	s0320
t00938	e01182	e01183	related_to	0.5	10	s0321
t00939	e01184	e01185	related_to	0.5	10	s0322
t00940	e01186	e01187	related_to	0.5	10	s0323
t00941	e01187	e01188	related_to	0.5	10	s0323
t00942	e01188	e01189	related_to	0.5	10	s0323
t00943	e01189	e01190	related_to	0.5	10	s0323
t00944	e01190	e01191	related_to	0.5	10	s0323
t00945	e01191	e01192	related_to	0.5	10	s0323
t00946	e01194	e01195	related_to	0.5	10	s0325
t00947	e01195	e01196	related_to	0.5	10	s0325
t00948	e01196	e01197	related_to	0.5	10	s0325
t00949	e01197	e01198	related_to	0.5	10	s0325
t00950	e01198	e01199	related_to	0.5	10	s0325
t00951	e01199	e01200	related_to	0.5	10	s0325
t00952	e01201	e01202	related_to	0.5	10	s0326
t00953	e01203	e01204	related_to	0.5	10	s0327
t00954	e01204	e01205	related_to	0.5	10	s0327
t00955	e01206	e01207	related_to	0.5	11	s0329
t00956	e01207	e01208	related_to	0.5	11	s0329
t00957	e01209	e01210	related_to	0.5	11	s0331
t00958	e01210	e01211	related_to	0.5	11	s0331
t00959	e01211	e01212	related_to	0.5	11	s0331
t00960	e01212	e01213	related_to	0.5	11	s0331
t00961	e01214	e01215	related_to	0.5	11	s0332
t00962	e01215	e01216	related_to	0.5	11	s0332
t00963	e01218	e01219	related_to	0.5	11	s0334
t00964	e01220	e01221	related_to	0.5	11	s0335
t00965	e01223	e01224	related_to	0.5	11	s0337
t00966	e01224	e01225	related_to	0.5	11	s0337
t00967	e01225	e01226	related_to	0.5	11	s0337
t00968	e01227	e01228	related_to	0.5	11	s0338
t00969	e01228	e01229	related_to	0.5	11	s0338
t00970	e01229	e01230	related_to	0.5	11	s0338
t00971	e01230	e01231	related_to	0.5	11	s0338
t00972	e01231	e01232	related_to	0.5	11	s0338
t00973	e01232	e01233	related_to	0.5	11	s0338
t00974	e01234	e01235	related_to	0.5	11	s0339
t00975	e01235	e01236	related_to	0.5	11	s0339
t00976	e01236	e01237	related_to	0.5	11	s0339
t00977	e01237	e01238	related_to	0.5	11	s0339
t00978	e01239	e01240	related_to	0.5	11	s0340
t00979	e01240	e01241	related_to	0.5	11	s0340
t00980	e01241	e01242	related_to	0.5	11	s0340
t00981	e01242	e01243	related_to	0.5	11	s0340
t00982	e01243	e01244	related_to	0.5	11	s0340
t00983	e01245	e01246	related_to	0.5	11	s0341
t00984	e01246	e01247	related_to	0.5	11	s0341
t00985	e01247	e01248	related_to	0.5	11	s0341
t00986	e01248	e01249	related_to	0.5	11	s0341
t00987	e01249	e01250	related_to	0.5	11	s0341
t00988	e01250	e01251	related_to	0.5	11	s0341
t00989	e01252	e01253	related_to	0.5	11	s0342
t00990	e01253	e01254	related_to	0.5	11	s0342
t00991	e01256	e01257	related_to	0.5	11	s0344
t00992	e01257	e01258	related_to	0.5	11	s0344
t00993	e01258	e01259	related_to	0.5	11	s0344
t00994	e01259	e01260	related_to	0.5	11	s0344
t00995	e01260	e01261	related_to	0.5	11	s0344
t00996	e01262	e01263	related_to	0.5	11	s0345
t00997	e01264	e01265	related_to	0.5	11	s0346
t00998	e01265	e01266	related_to	0.5	11	s0346
t00999	e01266	e01267	related_to	0.5	11	s0346
t01000	e01267	e01268	related_to	0.5	11	s0346
t01001	e01268	e01269	related_to	0.5	11	s0346
t01002	e01269	e01270	related_to	0.5	11	s0346
t01003	e01270	e01271	related_to	0.5	11	s0346
t01004	e01271	e01272	related_to	0.5	11	s0346
t01005	e01272	e01273	related_to	0.5	11	s0346
t01006	e01273	e01274	related_to	0.5	11	s0346
t01007	e01274	e01275	related_to	0.5	11	s0346
t01008	e01275	e01276	related_to	0.5	11	s0346
t01009	e01277	e01278	related_to	0.5	11	s0348
t01010	e01278	e01279	related_to	0.5	11	s0348
t01011	e01279	e01280	related_to	0.5	11	s0348
t01012	e01280	e01281	related_to	0.5	11	s0348
t01013	e01281	e01282	related_to	0.5	11	s0348
t01014	e01282	e01283	related_to	0.5	11	s0348
t01015	e01283	e01284	related_to	0.5	11	s0348
t01016	e01284	e01285	related_to	0.5	11	s0348
t01017	e01286	e01287	related_to	0.5	11	s0349
t01018	e01287	e01288	related_to	0.5	11	s0349
t01019	e01288	e01289	related_to	0.5	11	s0349
t01020	e01289	e01290	related_to	0.5	11	s0349
t01021	e01290	e01291	related_to	0.5	11	s0349
t01022	e01291	e01292	related_to	0.5	11	s0349
t01023	e01292	e01293	related_to	0.5	11	s0349
t01024	e01293	e01294	related_to	0.5	11	s0349
t01025	e01294	e01295	related_to	0.5	11	s0349
t01026	e01295	e01296	related_to	0.5	11	s0349
t01027	e01296	e01297	related_to	0.5	11	s0349
t01028	e01298	e01299	related_to	0.5	11	s0350
t01029	e01299	e01300	related_to	0.5	11	s0350
t01030	e01300	e01301	related_to	0.5	11	s0350
t01031	e01302	e01303	related_to	0.5	11	s0351
t01032	e01303	e01304	related_to	0.5	11	s0351
t01033	e01304	e01305	related_to	0.5	11	s0351
t01034	e01305	e01306	related_to	0.5	11	s0351
t01035	e01306	e01307	related_to	0.5	11	s0351
t01036	e01307	e01308	related_to	0.5	11	s0351
t01037	e01308	e01309	related_to	0.5	11	s0351
t01038	e01310	e01311	related_to	0.5	11	s0352
t01039	e01312	e01313	related_to	0.5	11	s0353
t01040	e01313	e01314	related_to	0.5	11	s0353
t01041	e01314	e01315	related_to	0.5	11	s0353
t01042	e01316	e01317	related_to	0.5	11	s0354
t01043	e01317	e01318	related_to	0.5	11	s0354
t01044	e01318	e01319	related_to	0.5	11	s0354
t01045	e01319	e01320	related_to	0.5	11	s0354
t01046	e01320	e01321	related_to	0.5	11	s0354
t01047	e01321	e01322	related_to	0.5	11	s0354
t01048	e01322	e01323	related_to	0.5	11	s0354
t01049	e01324	e01325	related_to	0.5	11	s0355
t01050	e01326	e01327	related_to	0.5	11	s0356
t01051	e01327	e01328	related_to	0.5	11	s0356
t01052	e01328	e01329	related_to	0.5	11	s0356
t01053	e01329	e01330	related_to	0.5	11	s0356
t01054	e01330	e01331	related_to	0.5	11	s0356
t01055	e01331	e01332	related_to	0.5	11	s0356
t01056	e01333	e01334	related_to	0.5	11	s0357
t01057	e01335	e01336	related_to	0.5	11	s0358
t01058	e01336	e01337	related_to	0.5	11	s0358
t01059	e01338	e01339	related_to	0.5	11	s0359
t01060	e01340	e01341	related_to	0.5	11	s0360
t01061	e01341	e01342	related_to	0.5	11	s0360
t01062	e01343	e01344	related_to	0.5	11	s0361
t01063	e01344	e01345	related_to	0.5	11	s0361
t01064	e01345	e01346	related_to	0.5	11	s0361
t01065	e01347	e01348	related_to	0.5	11	s0362
t01066	e01348	e01349	related_to	0.5	11	s0362
t01067	e01349	e01350	related_to	0.5	11	s0362
t01068	e01350	e01351	related_to	0.5	11	s0362
t01069	e01351	e01352	related_to	0.5	11	s0362
t01070	e01352	e01353	related_to	0.5	11	s0362
t01071	e01353	e01354	related_to	0.5	11	s0362
t01072	e01354	e01355	related_to	0.5	11	s0362
